,org_id,city,average_bill,rating,rubric,coffee_to_go,food_delivery,breakfast,summer_terrace,wi_fi,business_lunch,payment_by_credit_card,car_park,gift_certificate,karaoke,free_delivery,music,pets,air_conditioning,view_on_ostankino_tower
9336,12654894413758408741,spb,,2.0,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9337,1340340612234559933,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9338,8098241753195973002,spb,,4.0,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9339,8147195698601537277,spb,,1.0,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9340,4079325657093694522,spb,,3.0,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9341,17989990475749441738,spb,,4.375,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9342,11253258595183731267,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9343,11264292846725759349,spb,,,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9344,4130258572854310225,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9345,14362006456514306059,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9346,722914381906753614,spb,,4.571428571428571,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9347,6618784675532711085,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9348,13019598607827170491,spb,,4.0,Суши-бар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9349,14145484687096216707,spb,,1.8947368421052633,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9350,10093427451032244764,spb,,5.0,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9351,1673638117446771021,spb,,3.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9352,9109756870118497555,spb,,,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9353,18112813277589891386,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9354,16274110321621065563,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9355,13478629563770126868,spb,,,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9356,836171098447020666,spb,,,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9357,1003639846802984969,spb,,,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9358,13938830039503658128,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9359,17012760487819377147,spb,,5.0,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9360,13887847848151105268,spb,,,Пиццерия,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9361,11858947636317163809,spb,,,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9362,2922750534099255375,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9363,5178717301494956338,spb,,5.0,Кальян-бар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9364,10602826528543017485,spb,,3.0,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9365,18184747740255319566,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9366,11883312655251497235,spb,,,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9367,10031776823846204639,spb,,3.8571428571428568,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9368,12329360573764100249,spb,,2.9722222222222223,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9369,15680505502461805443,spb,,,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9370,11306528262140924881,spb,,1.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9371,14256189938266706030,spb,,4.111111111111111,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9372,17719011865944579445,spb,,4.421052631578949,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9373,14597170215146913174,spb,,,Кальян-бар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9374,5693108683613049074,spb,,5.0,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9375,12608142931377651114,spb,,4.5,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9376,5410682482291461094,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9377,18422888625244877866,spb,,4.478260869565218,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9378,5258872859715438822,spb,,4.3243243243243255,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9379,15283013357237059318,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9380,12945822418109879756,spb,,5.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9381,5064224534131950144,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9382,12622432613412914674,spb,,4.27906976744186,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9383,2904003586423675958,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9384,5800344692924247214,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9385,5570013791025339305,spb,,4.5,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9386,7270748006667683401,spb,,3.5,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9387,3371234355547963868,spb,,5.0,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9388,15229775667590299800,spb,,,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9389,17556254746075927773,spb,,4.3157894736842115,Кальян-бар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9390,3866869663763688663,spb,,5.0,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9391,8621790132083408050,spb,,5.0,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9392,72562299840445344,spb,,,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9393,13976304427252384963,spb,,5.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9394,5520291125812770988,spb,,2.0,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9395,17381413176528777895,spb,,4.4444444444444455,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9396,4589902529164203025,spb,,5.0,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9397,7933675619053229153,spb,,4.5,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9398,10778007824679649111,spb,,5.0,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9399,11185914351079641025,spb,,5.0,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9400,13699740101930622389,spb,,3.5,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9401,5583009049392266944,spb,,4.375,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9402,2804726702985779771,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9403,18258584204556126359,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9404,3111559362073367639,spb,,3.613636363636364,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9405,7016990407544046763,spb,,,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9406,9503724052375735922,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9407,3402045174897181291,spb,,1.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9408,1427555514528755786,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9409,14373523901502826366,spb,,,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9410,9586704888256386904,spb,,5.0,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9411,15017396492144474644,spb,,5.0,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9412,10685998908119167978,spb,,4.537037037037037,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9413,2852631122114039917,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9414,6256693306774754105,spb,,5.0,Пиццерия,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9415,159259124215255758,spb,,4.4444444444444455,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9416,2865756800273204885,spb,,4.066666666666666,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9417,4777082205317897149,spb,,,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9418,8536934985389188444,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9419,2999581975085208217,spb,,4.285714285714286,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9420,6202310006019174634,spb,,4.222222222222221,Кальян-бар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9421,7103353387659366451,spb,,,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9422,18156042317849125438,spb,,3.4,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9423,7996435794276673159,spb,,,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9424,4147982486143944033,spb,,1.0,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9425,11054157349851274919,spb,,1.0,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9426,16533615739640980926,spb,,3.7894736842105265,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9427,2667080836929690866,spb,,5.0,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9428,930159394558493715,spb,,5.0,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9429,287038314404604854,spb,,2.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9430,8685578883827438837,spb,,,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9431,20122130139496578,spb,,2.0,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9432,9952622916701985040,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9433,11802567540200026265,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9434,22045385361857788,spb,,4.0,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9435,17682344939986071625,spb,,3.5,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9436,94254481148531130,spb,,4.909090909090909,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9437,1510101643852929366,spb,,1.0,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9438,17059923159337952589,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9439,3267631086439665681,spb,,2.0,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9440,9443563221467506183,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9441,17067708139757881583,spb,,4.2,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9442,1283227421130587639,spb,,5.0,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9443,11776173895860732221,spb,,3.8070175438596485,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9444,15255315946865724331,spb,,,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9445,13144388929954342958,spb,,4.111111111111111,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9446,2849127558612694084,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9447,14369960898960387056,spb,,,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9448,4032420442973174657,spb,,5.0,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9449,2564742341945260824,spb,,,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9450,10155456779165276284,spb,,,Пиццерия,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9451,10118036634915604005,spb,,3.0,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9452,3205896947505765883,spb,,,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9453,13646408278817399210,spb,,4.0,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9454,12306955871043625543,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9455,13525134080011917148,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9456,9651366385451309842,spb,,5.0,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9457,7051949684311940627,spb,,,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9458,1078255361863123589,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9459,495813936304947773,spb,,4.75,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9460,15452893842876261904,spb,,3.9444444444444446,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9461,17093450881540520926,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9462,16290266310691876322,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9463,9162832507598810398,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9464,6569147852702565966,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9465,14234997854670980428,spb,,3.0,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9466,4305807786232866732,spb,,3.8461538461538463,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9467,12463799628272583270,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9468,15945268502935207143,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9469,3576909767096476785,spb,,4.333333333333333,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9470,9952498812353000189,spb,,5.0,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9471,689854709922714263,spb,,5.0,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9472,16296942705475857890,spb,,5.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9473,6025852163209297286,spb,,,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9474,7499251045090431807,spb,,3.25,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9475,6601278885319022511,spb,,1.0,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9476,2645675410371039219,spb,,3.5,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9477,5290293304830177325,spb,,1.0,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9478,6274381864156538122,spb,,5.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9479,11623737129033738009,spb,,3.4,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9480,9902013725873822374,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9481,15847742468304809447,spb,,,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9482,15550599706381494330,spb,,3.8571428571428568,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9483,4890260791755629045,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9484,13115367671146747396,spb,,,Кальян-бар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9485,7785122488158998202,spb,,2.5,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9486,12797846459917027947,spb,,3.7142857142857135,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9487,15370735139474423154,spb,,4.333333333333333,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9488,16131473345053323928,spb,,3.9375,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9489,15249020395410557776,spb,,1.0,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9490,12539437370337927703,spb,,4.5,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9491,5485181183160281029,spb,,5.0,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9492,17905676633911902163,spb,,,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9493,2017291376853653068,spb,,4.571428571428571,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9494,2516969962538752942,spb,,3.555555555555556,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9495,11303089419920703188,spb,,,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9496,16793627763380302837,spb,,5.0,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9497,2626837938905193645,spb,,5.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9498,16112068323417569365,spb,,4.032258064516129,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,4451636757022779590,spb,,,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9500,10136714324531385430,spb,,4.181818181818182,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9501,14840622076980438339,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9502,4898542331568686832,spb,,3.0,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9503,2235432132700691512,spb,,5.0,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9504,16077402889257781106,spb,,3.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9505,14151927630524537723,spb,,3.4,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9506,17720527890483961176,spb,,4.3125,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9507,12082589992167778137,spb,,3.4,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9508,17357747341834821067,spb,,3.0,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9509,8651986679730373927,spb,,4.0625,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9510,11355183972640694214,spb,,3.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9511,10379090920596067498,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9512,7218240342791321010,spb,,4.5,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9513,7530627271966749816,spb,,4.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9514,8924182465927726640,spb,,4.2631578947368425,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9515,9724112990055139242,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9516,160476686474583557,spb,,2.6666666666666665,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9517,7794188957437946417,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9518,9391020064044409928,spb,,,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9519,225721716615120693,spb,,4.222222222222221,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9520,6679319837225772042,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9521,10264702540973806432,spb,,,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9522,10409472814393715659,spb,,5.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9523,7556098766847321984,spb,,,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9524,6804247759146745605,spb,,1.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9525,9385978949235624010,spb,,4.666666666666667,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9526,7061226800228573098,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9527,7727786948902273101,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9528,11201720723244205624,spb,,,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9529,4540562430850589326,spb,,4.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9530,1510560662044878777,spb,,5.0,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9531,8840069577706807396,spb,,4.5555555555555545,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9532,7847688863152673420,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9533,15640784388789865302,spb,,4.466666666666667,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9534,4451881880942756690,spb,,3.625,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9535,17098509579740643163,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9536,10941039792444848594,spb,,3.6666666666666665,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9537,7045504887426624096,spb,,4.714285714285714,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9538,15910885132509196395,spb,,,Пиццерия,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9539,4898318835699378093,spb,,4.111111111111111,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9540,8254545840442672210,spb,,3.0,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9541,1061199109577050943,spb,,4.5,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9542,1273679822317750672,spb,,,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9543,12744534360590945609,spb,,4.0,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9544,18111825676237325964,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9545,8276473877803553730,spb,,2.333333333333333,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9546,15719814587042132136,spb,,4.5,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9547,3100234922139091489,spb,,4.047619047619048,Кальян-бар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9548,17996665316980325763,spb,,,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9549,3567289687790758761,spb,,,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9550,1387418284142811830,spb,,1.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9551,6192906956499621166,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9552,11470969680762425765,spb,,4.045454545454546,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9553,9498639236492797529,spb,,,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9554,10640319274838030169,spb,,3.7647058823529416,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9555,8948450365259854764,spb,,3.4444444444444446,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9556,1207421153024072858,spb,,5.0,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9557,137014082824491495,spb,,,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9558,14133579680522687049,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9559,15762711711021195845,spb,,,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9560,9723180740109004102,spb,,2.0,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9561,16042424663635858180,spb,,,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9562,13590927872741120055,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9563,8055995325494190409,spb,,2.333333333333333,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9564,3682896147928591628,spb,,,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9565,15951031334566714789,spb,,4.55,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9566,16232677969182355021,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9567,9520532173725354729,spb,,,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9568,11187081379376295352,spb,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9569,13709637590084007201,spb,,3.5,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9570,9115374222803486982,spb,,,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9571,16950480030060451507,spb,,4.571428571428571,"Бар, паб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9572,1590711207486987768,spb,,4.571428571428571,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9573,6707124518291561796,spb,,4.777777777777779,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9574,4604233976115777080,spb,,3.5882352941176467,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9575,5426115629276211231,spb,,5.0,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9576,4772089738961408147,spb,,3.0,"Булочная, пекарня",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9577,12224466024695587784,spb,,5.0,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9578,5170553000401258211,spb,,5.0,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9579,14233543406965939244,spb,,1.0,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9580,1346833247451119694,spb,,2.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9581,13423798041203348605,spb,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9582,13294680010529534634,spb,,3.7058823529411766,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9583,10645939622348355579,spb,,5.0,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9584,17669992531783909667,spb,,5.0,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
